store_id,year,store_name,plaace_hierarchy_id,sales_channel_name,grunnkrets_id,address,lat,lon,chain_name,mall_name,revenue
916607954-916641745-817029,2016,JAPO SUSHI SOGNSVANN,1.1.2.0,Sushi and wok restaurants,3014606,SOGNSVEIEN 70,59.94787757502561,10.7316771430316,JAPO SUSHI THANH KIEN QUACH,Amfi Ullevaal,0.0
999002390-999078788-534458,2016,WASABI TØYEN,1.1.2.0,Sushi and wok restaurants,3012603,HAGEGATA 28,59.9144205622801,10.775439047567302,,Tøyen Senter,9.916
918022732-897022532-164193,2016,GEILO SUSHI,1.1.2.0,Sushi and wok restaurants,6200207,GEILOVEGEN 25,60.5359163523596,8.21093023517815,,,0.3389999999999999
987558601-986674098-64419,2016,SUSHI EXPRESS,1.1.2.0,Sushi and wok restaurants,3010809,PARKVEIEN 6,59.9212064665228,10.7300994444935,,,4.755
997881281-997902076-151703,2016,SUSHI ADAMSTUEN,1.1.2.0,Sushi and wok restaurants,3011106,ULLEVÅLSVEIEN 95,59.9328265487156,10.7336574156238,,,0.289
911707640-911727250-483829,2016,YANAGI SUSHI,1.1.2.0,Sushi and wok restaurants,7040504,GAUTERØDVEIEN 3,59.27551930630529,10.4533491814363,,,0.7509999999999999
913920570-992727314-106120,2016,HAI SUSHI,1.1.2.0,Sushi and wok restaurants,3013605,JERNBANEVEIEN 1,59.9075751141485,10.8193043182369,,,6.252999999999999
998269733-972632635-76881,2016,NAM KANG SUSHI,1.1.2.0,Sushi and wok restaurants,3010204,FREDENSBORGVEIEN 22 E,59.9189268874827,10.747672527231,,,2.692
912259110-912313212-635638,2016,SUSHIME SØNDREGATE,1.1.2.0,Sushi and wok restaurants,16011204,SØNDRE GATE 22 B,63.4339681885225,10.3997763237596,,,2.89
915356656-915616380-774009,2016,SUSHI TOGO JESSHEIM,1.1.2.0,Sushi and wok restaurants,2350205,FURULUNDJORDET 12 B,60.1427585628755,11.1718306811636,,Jessheim Storsenter,0.0
998200008-913249992-677253,2016,NOODLE NOODLE,1.1.2.0,Sushi and wok restaurants,11030502,VERKSGATA 2,58.971772933895,5.73725708561401,,Magasin Blaa,3.02
982529026-982549515-62138,2016,NAMA SUSHI & NOODLES,1.1.2.0,Sushi and wok restaurants,12010117,LODIN LEPPS GATE 2 B,60.3966582319354,5.32551045343867,,,26.378
913269276-996274195-8925,2016,UMI SUSHI,1.1.2.0,Sushi and wok restaurants,3010901,NEUBERGGATA 9,59.9255074907193,10.7143635058107,,,2.006
913181077-913092546-669317,2016,SUSHI & WOK EXPRESS,1.1.2.0,Sushi and wok restaurants,2170103,KOLBOTNVEIEN 11,59.810948263646,10.8010878176149,,Kolbotn Torg,2.998
813388502-913525272-687452,2016,DIN SUSHI,1.1.2.0,Sushi and wok restaurants,7060301,SKIRINGSSALVEIEN 52,59.1310168310398,10.2055923361298,,,1.575
915245595-998996716-392674,2016,SUSHI HUSET CARL BERNER,1.1.2.0,Sushi and wok restaurants,3012109,TRONDHEIMSVEIEN 111 B,59.92556842557429,10.7762560797953,,,2.317
898391132-998398754-609917,2016,ALEX SUSHI TJUVHOLMEN,1.1.2.0,Sushi and wok restaurants,3010401,STRANDPROMENADEN 11,59.9079319930527,10.7232390774382,ALEX SUSHI,,16.162
912453758-887970602-26972,2016,BJØLSEN SUSHI,1.1.2.0,Sushi and wok restaurants,3011704,SARPSBORGGATA 12 C,59.9423406671018,10.7598963051384,,,1.0
915621414-915666981-775762,2016,ART SUSHIBAR,1.1.2.0,Sushi and wok restaurants,1050205,ST. MARIE GATE 99,59.28275631581389,11.113480852502802,,,0.256
915227740-915466516-768584,2016,HOA SUSHI,1.1.2.0,Sushi and wok restaurants,3011106,ULLEVÅLSVEIEN 95,59.9328265487156,10.7336574156238,,,8.372
813997932-914008328-707829,2016,WABISABI AS,1.1.2.0,Sushi and wok restaurants,3013007,KONGSVEIEN 91,59.8818916247577,10.7828770127436,,,7.555
917220727-917274789-840692,2016,SUSHISØSTRENE & THAIMAT AS,1.1.2.0,Sushi and wok restaurants,3010306,STORTINGSGATA 28,59.91448352570461,10.7325217894461,,,1.3969999999999998
997329481-997361881-156294,2016,RÅ SUSHI TROMSØ,1.1.2.0,Sushi and wok restaurants,19020103,SKIPPERGATA 16,69.6534370524767,18.9621773254941,,,27.764
913094948-913773616-697914,2016,FUJI SUSHI RORTUNET,1.1.2.0,Sushi and wok restaurants,6270103,KIRKEALLEEN 1,59.7782531200949,10.4858775036118,FUJI SUSHI,Rortunet Senter,3.386
999276032-985152012-278955,2016,DOMSTEIN FISH AS,1.1.2.0,Sushi and wok restaurants,14390306,SJØGATA,61.934788122902,5.11444844951547,,Måløy Brygge,70.0
814245632-914275857-718762,2016,DIN SUSHI LARVIK,1.1.2.0,Sushi and wok restaurants,7090806,YTTERSØVEIEN 2,59.0688111222424,10.0476465498719,,Nordbyen,2.963
996644863-996768899-152796,2016,SABI SUSHI PEDERSGATA,1.1.2.0,Sushi and wok restaurants,11030201,PEDERSGATA 38,58.9700012566564,5.74327249314054,SABI,,13.025
914379741-998344816-425212,2016,SUSHI & BAGUETT,1.1.2.0,Sushi and wok restaurants,3010201,ULLEVÅLSVEIEN 1,59.918071049665,10.7437994788323,,,1.446
996420205-996432432-152687,2016,PANDAS WOK & SUSHI BAR,1.1.2.0,Sushi and wok restaurants,7040908,MØLLEGATEN 3 A,59.2677235039398,10.4059022040584,,,7.234
998693136-998699169-479518,2016,MOSHI-MOSHI,1.1.2.0,Sushi and wok restaurants,2310202,STORGATA 29,59.9578428579204,11.0492025948021,,Lillestrøm Torv,3.639
815380622-890147402-19082,2016,SANS SUSHI & ASIATISK MAT,1.1.2.0,Sushi and wok restaurants,2200301,BILLINGSTADSLETTA 31,59.874827251838106,10.4917839681464,,,1.816
816652952-916694733-818965,2016,SIESTA CAFÉ & SUSHI,1.1.2.0,Sushi and wok restaurants,5420110,JERNBANEVEGEN 6 A,60.9857614596727,9.23371310808284,,,0.0579999999999999
913954874-999007635-352507,2016,UMAI SUSHI,1.1.2.0,Sushi and wok restaurants,3014303,LØRENVEIEN 43,59.93043401491071,10.7922298666996,,,4.422
996852733-996863948-154176,2016,WOK AND SUSHI,1.1.2.0,Sushi and wok restaurants,9040204,STORGATEN 13,58.3411637393969,8.593104430228651,,,2.214
998810205-915943306-787571,2016,HAPPY SUSHI,1.1.2.0,Sushi and wok restaurants,3010201,UNIVERSITETSGATA 2,59.9175932862121,10.7398569523485,,,2.635
911577933-972794694-31802,2016,NEVER MIND,1.1.2.0,Sushi and wok restaurants,3012003,VOGTS GATE 68,59.936793664513296,10.7663499759397,,,4.354
998633834-998660408-466115,2016,SEA SUSHI BAR,1.1.2.0,Sushi and wok restaurants,3010210,BRUGATA 3 A,59.9143422716745,10.754067421673,,,5.619
916158890-916392133-804054,2016,JONATHAN SUSHI & ASIAN DINING,1.1.2.0,Sushi and wok restaurants,3012306,KORSGATA 25,59.920049050102605,10.7581181876261,,,20.172
997275322-997286820-160302,2016,SABI SUSHI FORUS,1.1.2.0,Sushi and wok restaurants,11031736,LAGERVEIEN 2,58.8957702050068,5.70185594117925,SABI,Tvedt-senteret,12.948
913832698-996298604-155091,2016,ORI SUSHI BAR & WOK,1.1.2.0,Sushi and wok restaurants,8050811,STORGATA 155 A,59.141949718234905,9.65559785831385,,,2.794
999125026-999139256-472734,2016,KATANA SUSHI,1.1.2.0,Sushi and wok restaurants,6020509,GULDLISTEN 35,59.7425294095058,10.1579716324266,,Gulskogen Senter,4.395
995710013-995719665-134815,2016,JAPONIIS RØA SENTER,1.1.2.0,Sushi and wok restaurants,3015203,BØRJERLIA 46,59.9478974818744,10.6432958180344,,Røa Senter,13.442
915552749-915596843-773534,2016,SUSHI WAVE,1.1.2.0,Sushi and wok restaurants,11020806,FIGGENVEIEN 42 B,58.7862337124827,5.8144394336575305,,,1.251
915628052-997359240-157163,2016,SANDNES SUSHI,1.1.2.0,Sushi and wok restaurants,11020109,VÅGSGATA 33,58.851625971904895,5.73792717023048,,Amfi Vågen,3.2430000000000003
911991497-998344603-592173,2016,HOKKIGAI SUSHI,1.1.2.0,Sushi and wok restaurants,3011202,WALDEMAR THRANES GATE 2,59.9229467620697,10.7384556077612,,,2.5580000000000003
912114198-996243966-8998,2016,NORI SUSHI BAR,1.1.2.0,Sushi and wok restaurants,3013504,SANDSTUVEIEN 52,59.8869576715252,10.8026465139655,,,4.801
914042089-914118727-712768,2016,OSLO SUSHI,1.1.2.0,Sushi and wok restaurants,3010911,TRUDVANGVEIEN 25,59.9315807228168,10.7169891196395,,,2.032
998772184-898869032-565508,2016,ISUSHI,1.1.2.0,Sushi and wok restaurants,12010921,LITLEÅSVEGEN 2,60.468772598272494,5.32820214213214,ISUSHI,,38.704
913433599-916240465-798438,2016,PHAN HOLDNING,1.1.2.0,Sushi and wok restaurants,6260804,TIURSTUBBEN 2,59.8209264572227,10.3209234508955,,,6.465
913124170-996772497-166664,2016,STRØMMEN SUSHI & THAI MAT,1.1.2.0,Sushi and wok restaurants,2310803,STRØMSVEIEN 79 B,59.95051286975991,11.0113061589559,,Strømmen Storsenter,10.403
816629772-816673542-818250,2016,SUSHI SAQQA AS,1.1.2.0,Sushi and wok restaurants,3011211,WALDEMAR THRANES GATE 32,59.92497567228621,10.742605219063098,,,1.398
913323750-913375521-681924,2016,AKTIA SUSHI BAR,1.1.2.0,Sushi and wok restaurants,5340303,TORGVEGEN 6,60.4205278912703,10.5069273874066,,,0.921
897869152-989791893-89983,2016,WASABI TÅRNÅSEN,1.1.2.0,Sushi and wok restaurants,2170206,VALHALLAVEIEN 70,59.8188576467307,10.8148716687911,,Tårnåsen Senter,3.115
916673701-917078629-833250,2016,ISUSHI CAFE,1.1.2.0,Sushi and wok restaurants,12460407,SARTORVEGEN 12,60.3584954609108,5.12407530909044,ISUSHI,Sartor Storsenter,0.0
868922532-973026046-37983,2016,NODEE COLOSSEUM PARK,1.1.2.0,Sushi and wok restaurants,3012901,DRONNING EUFEMIAS GATE 28,59.907759865134295,10.7592475772206,,,49.57
917135495-917190119-837088,2016,SUSHIWOKEKSPRESSEN AS,1.1.2.0,Sushi and wok restaurants,3012101,TRONDHEIMSVEIEN 162 A,59.9301186404831,10.777841497381,,,0.959
991925007-987024860-74492,2016,SUSHI & WOK COLOSSEUM,1.1.2.0,Sushi and wok restaurants,3010908,ESSENDROPS GATE 9,59.9295476447728,10.7117124306552,,Colosseum Park,14.614
915465242-915489362-769504,2016,SAKURA LILLESTRØM,1.1.2.0,Sushi and wok restaurants,2310802,STRØMSVEIEN 21,59.9424653697153,11.0030130060577,,,4.377
912098362-912109291-626823,2016,ALEX SUSHI STAVANGER,1.1.2.0,Sushi and wok restaurants,11030807,HAAKON VIIS GATE 7,58.9694975850846,5.730860730954761,ALEX SUSHI,,7.06
996542017-996567184-8840,2016,BAR SUSHI TJUVHOLMEN,1.1.2.0,Sushi and wok restaurants,3010401,KANALEN 1,59.9081917120669,10.7212317398181,,,52.482
916993595-994485210-133777,2016,KIKKO SUSHI,1.1.2.0,Sushi and wok restaurants,6050102,STANGS GATE 5,60.1639345313986,10.2548275930909,,Kuben Hønefoss,2.271
898083292-898135322-538507,2016,FUJI SUSHI  DRAMMEN,1.1.2.0,Sushi and wok restaurants,6020604,BLICHS GATE 4,59.738199802618894,10.203061447482598,FUJI SUSHI,,7.103
916744765-916758723-821461,2016,SUSHI OF NORWAY KONNERUDGATA,1.1.2.0,Sushi and wok restaurants,6020602,KONNERUDGATA 34,59.7385630047985,10.1927738727675,,,1.051
913897196-891718462-46001,2016,BYGDØY SUSHI BAR,1.1.2.0,Sushi and wok restaurants,3010605,BYGDØY ALLÉ 66,59.91890634719751,10.7011790970505,,,5.955
917220506-912531775-644806,2016,SUSHI HOME,1.1.2.0,Sushi and wok restaurants,12011105,VESTLIVEGEN 2,60.4361765825421,5.4627722420785,,,0.6779999999999999
911692716-911861518-580941,2016,HOUSE OF SUSHI KIELLANDS PLASS,1.1.2.0,Sushi and wok restaurants,3011405,WALDEMAR THRANES GATE 72,59.9282211002307,10.7505055204878,HOUSE OF SUSHI KIELLANDS PLASS,Kiellands Hus,3.667
997650905-997692691-167045,2016,HOA-HONG SUSHI,1.1.2.0,Sushi and wok restaurants,9065104,HAVNEGATEN 8,58.4611790202538,8.76735830437721,,,2.823
997830334-993143197-133006,2016,HOUSE OF SUSHI MAJORSTUA,1.1.2.0,Sushi and wok restaurants,3010906,OLE VIGS GATE 15,59.927684642654,10.7216688967006,HOUSE OF SUSHI KIELLANDS PLASS,,5.224
912577465--64561-64561,2016,NAM NAM SUSHI,1.1.2.0,Sushi and wok restaurants,1065104,STORVEIEN 79,59.217235251763,10.9055793366361,,,0.0
913569164-913679377-694637,2016,LV SUSHI,1.1.2.0,Sushi and wok restaurants,10011702,BARSTØLVEIEN 50,58.1756712238108,8.130748888361339,,,3.034
915299253-977464137-43259,2016,OPPEGÅRD SUSHI & WOK,1.1.2.0,Sushi and wok restaurants,2170405,SKIVEIEN 211,59.76665504930239,10.811460570836198,,,9.755
916139195-998469740-540508,2016,WASABI SUSHI,1.1.2.0,Sushi and wok restaurants,6020303,ENGENE 4,59.74423036745689,10.2064808405231,,,3.814
997875915-997922670-151862,2016,SABRURA SUSHI,1.1.2.0,Sushi and wok restaurants,16011204,OLAV TRYGGVASONS GATE 28,63.43335358008229,10.3962484397987,,Byhaven,10.787
897172232-997185552-161241,2016,FAHLSTRØM SUSHI,1.1.2.0,Sushi and wok restaurants,5020403,FAHLSTRØMS PLASS 1,60.7959264763142,10.6904798324761,,CC Gjøvik,8.782
913870654-995870258-156557,2016,BRUMUNDDAL SUSHI,1.1.2.0,Sushi and wok restaurants,4120402,BRUGATA 1,60.8858022172787,10.9385956897889,,,8.024
915679307-915703038-777434,2016,JONATHAN SUSHI STABEKK TAKEAWAY,1.1.2.0,Sushi and wok restaurants,2190609,GAMLE RINGERIKSVEI 1,59.9086959067068,10.6017863081616,,,3.755
917698422-999550614-501618,2016,MITSUKAFE & SUSHI,1.1.2.0,Sushi and wok restaurants,3010208,MØLLERGATA 42,59.918025726863,10.7506125576318,,,0.501
913056736-911898683-472108,2016,OISHI AS,1.1.2.0,Sushi and wok restaurants,10010802,MARKENS GATE 35,58.14647334304539,7.99091664671981,,Sandens,5.136
915573665-915611273-773898,2016,WOK MARKET SARPSBORG,1.1.2.0,Sushi and wok restaurants,1050109,ROALD AMUNDSENS GATE 36,59.283325713052704,11.1075068813069,,Storbyen Kjøpesenter,1.948
998609968-998735165-318456,2016,WOK TOGO,1.1.2.0,Sushi and wok restaurants,2350205,STORGATA 7,60.1422948734124,11.1722895055792,,Jessheim Storsenter,4.596
913053710-993547662-108592,2016,MAKI SUSHI,1.1.2.0,Sushi and wok restaurants,2190910,GAMLE RINGERIKSVEI 34,59.91636669745901,10.5880469934624,,Bekkestua Senter,8.44
914142415-911878062-593114,2016,MY SUSHI,1.1.2.0,Sushi and wok restaurants,4120309,GAMMELGATA 27,60.8834760866466,10.9430207332436,,Parkgården,1.3159999999999998
915077242-915952119-787576,2016,MINTAGE SUSHI & ASIAN DINING AS,1.1.2.0,Sushi and wok restaurants,17020205,KVAMSVEGEN 161,64.0177671074196,11.490791760476998,,,3.149
898083322-998363284-434314,2016,FUJI SUSHI JESSHEIM,1.1.2.0,Sushi and wok restaurants,3014205,KLOSTERHEIMVEIEN 9,59.9146416457065,10.8201026104814,FUJI SUSHI,,7.26
915968570-995690292-119972,2016,NEVER FORGET SUSHI,1.1.2.0,Sushi and wok restaurants,3012703,STRØMSVEIEN 24,59.9089611964166,10.786921491333802,,,2.519
940519896-984044275-62083,2016,ALEX SUSHI SOLLI PLASS,1.1.2.0,Sushi and wok restaurants,3010504,CORT ADELERS GATE 2,59.9146547469144,10.7208152170701,ALEX SUSHI,,23.503
911600714-911644428-495399,2016,MALIN RESTAURANT & SUSHIBAR,1.1.2.0,Sushi and wok restaurants,12350606,UTTRÅGATA 12,60.6284080860612,6.42043518419425,,,5.016
913535898-913593073-690101,2016,STAVANGER SUSHI,1.1.2.0,Sushi and wok restaurants,11030510,JERNBANEVEIEN 3,58.9668915930588,5.73258526691466,,,4.018
914305063-999647464-509331,2016,SUSHI WORLD,1.1.2.0,Sushi and wok restaurants,3012001,SANDAKERVEIEN 10 E,59.9322327698386,10.7595039728429,,,0.174
913812603-995805952-156152,2016,SUSHI-NUMBER-ONE,1.1.2.0,Sushi and wok restaurants,3011305,DARRES GATE 14,59.927976350357895,10.754053570732902,,,2.664
987438312-877354822-17473,2016,SUSHI BAR,1.1.2.0,Sushi and wok restaurants,16012301,RANHEIMSVEGEN 175 B,63.4273290515785,10.522339417940302,,,4.324
914196647-914230829-716997,2016,THAI THAI TRONDHEIM,1.1.3.0,Thai restaurants,16011610,HAAKON VII'S GATE 9,63.443688558750495,10.4465180425167,,City Lade,7.592
914395445-994965646-147398,2016,MANEE THAI KAEWMANEE,1.1.3.0,Thai restaurants,11030502,NYTORGET 10,58.9703687417267,5.73824274451311,,,0.941
991108084-917027056-832134,2016,PHAD THAI,1.1.3.0,Thai restaurants,11032204,MADLAKROSSEN 14,58.95193760629189,5.67992851642717,,Amfi Madla,6.005
912196429-999197876-307250,2016,SAMRABTHAI PARADIS,1.1.3.0,Thai restaurants,12011310,SANDBREKKEVEGEN 1,60.336499828236,5.34668109921067,,,1.985
913697308-998705436-617543,2016,ROYAL THAI RESTAURANT,1.1.3.0,Thai restaurants,11020102,LANGGATA 87,58.8554845647234,5.739818788315509,,,3.523
915257380-991190171-86284,2016,PHAD THAI STADIONPARKEN,1.1.3.0,Thai restaurants,11031730,JÅTTÅVÅGVEIEN 7,58.914907481662205,5.72938554640082,,Stadionparken,3.975
985060746-985129576-58488,2016,ABC THAI,1.1.3.0,Thai restaurants,20020102,STRANDGATA 15,70.3728619132128,31.110496182718705,,,2.478
999512895-999558380-491766,2016,YAYAS DRAMMEN,1.1.3.0,Thai restaurants,6020303,ENGENE 6,59.7440653444664,10.2068484854772,CONSELTO,,4.016
915687180--782154-782154,2016,A-ROY THAI RESTAURANT & CAFE,1.1.3.0,Thai restaurants,3010203,PILESTREDET PARK 18,59.9200621095245,10.7392527094755,,,1.414
992945907-992950412-127708,2016,ALLEHJØRNET THAI,1.1.3.0,Thai restaurants,12010135,HERMAN FOSS' GATE 12,60.38769621360471,5.324505663727559,,,4.829
891098812-977360323-44219,2016,THAI THAI & CAFE,1.1.3.0,Thai restaurants,17020201,SJØFARTSGATA 2,64.01124267749739,11.4916217045294,,Amfi Steinkjer,6.154
987206969-987221763-65950,2016,EKSOTISK THAI AWAY,1.1.3.0,Thai restaurants,12010114,HÅKONSGATEN 18,60.3907373812221,5.319095398798559,,,1.223
915015697-975865983-30700,2016,MA MA THAI,1.1.3.0,Thai restaurants,12010128,KAIGATEN 20,60.39087639407761,5.33063073499375,,,2.022
995453371-995496895-124815,2016,RESTAURANT THAI MARKET,1.1.3.0,Thai restaurants,1061305,STORTORVET 5,59.2135524928061,10.936575403584198,,,7.547000000000001
994565559-994602446-128636,2016,SAWATDEE THAI RESTAURANT,1.1.3.0,Thai restaurants,7040906,ØVRE LANGGATE 65,59.2689040463524,10.4071862712646,,,4.404
914231337-972276294-19505,2016,NAREE THAI RESTAURANT,1.1.3.0,Thai restaurants,11030501,BREIGATA 22,58.9727099694357,5.73453679662809,,,4.453
915898963-915927068-786506,2016,MAE KANYAS THAI FOOD,1.1.3.0,Thai restaurants,15160106,BJØRNDALVEGEN 1,62.3426698397587,5.84845870313976,,Amfi Ulsteinvik,3.794
997365550-989698915-95885,2016,THAI HOUSE RESTAURANT,1.1.3.0,Thai restaurants,19020118,STORGATA 22,69.6467267160826,18.9522020556334,,,1.789
991218572-991245863-84113,2016,CHON THAI RESTAURANT,1.1.3.0,Thai restaurants,18040104,SJØGATA 21,67.2851409264332,14.3816983565561,,,5.644
999539130-999586686-619467,2016,TAJ MAHAL DRAMMEN AS,1.1.3.0,Thai restaurants,6020303,NEDRE STORGATE 23,59.742874502691095,10.2103640488725,,,4.482
898810402-998850584-334060,2016,ISHNOOR & DISHAAN AS,1.1.3.0,Thai restaurants,3013416,OBERST RODES VEI 46 A,59.8705412662529,10.8077417311234,,,5.284
915022936-989507583-75548,2016,SAMRABTHAI,1.1.3.0,Thai restaurants,12010117,ØVREGATEN 2,60.396436089269294,5.32787889763265,,,5.278
999530613-991719407-114790,2016,THAI KJØKKEN,1.1.3.0,Thai restaurants,16011207,DRONNINGENS GATE 23,63.4318186568548,10.3907220746817,,,6.197
992794453-992882956-126951,2016,KHAO THAI RESTAURANT,1.1.3.0,Thai restaurants,16011205,SØNDRE GATE 17,63.4329798797023,10.4004995488822,,,3.044
914352959-914499925-727455,2016,THAIMAT AS,1.1.3.0,Thai restaurants,1064201,K.G.MELDAHLS VEI 9,59.2092842746589,10.9324447757565,,,1.707
916208944-992542934-97811,2016,SOM TAM THAIA RESTAURANT,1.1.3.0,Thai restaurants,3012003,VOGTS GATE 64,59.93614663942429,10.7657070730529,,,2.937
917415927--106244-106244,2016,SAWASDEE THAI RESTAURANT,1.1.3.0,Thai restaurants,12010313,HAGERUPS VEI 32 X,60.360557606901,5.36096961134671,,,0.5870000000000001
885343082-985374791-58917,2016,YAYAS OSLO,1.1.3.0,Thai restaurants,3010301,MUNKEDAMSVEIEN 53 B,59.910976887476,10.7225384354825,CONSELTO,,9.233
913468686-998938341-493499,2016,KROA FAH THAI,1.1.3.0,Thai restaurants,2270203,KIRKEVEIEN 79,59.9225667048989,11.168131496645902,,,1.404
911661004-911686538-483033,2016,HAVELI TANDOORI AS,1.1.3.0,Thai restaurants,3014017,NEDRE KALBAKKVEI 2 C,59.9510894130682,10.8669925313713,,,6.216
991456228-971965029-32627,2016,MR HONG,1.1.4.0,Chinese restaurants,3010306,STORTINGSGATA 8,59.9131509284551,10.737549645155802,,,15.78
915318959-971945389-27026,2016,NYE BAMBOO GARDEN,1.1.4.0,Chinese restaurants,7040907,ØVRE LANGGATE 49,59.2676142699147,10.4093437880275,,Torvgården,2.622
