grunnkrets_id,all_households,singles,couple_without_children,couple_with_children,other_households,single_parent_with_children
6021032,663600,300700,655700,862100,839000,431000
7040704,641400,275000,710100,908200,932500,463700
7040703,641400,275000,710100,908200,932500,463700
7040701,641400,275000,710100,908200,932500,463700
6021043,663600,300700,655700,862100,839000,431000
7040702,641400,275000,710100,908200,932500,463700
16570104,610200,269100,594900,737200,870400,381600
16570106,610200,269100,594900,737200,870400,381600
6021037,663600,300700,655700,862100,839000,431000
17380109,495200,245800,578000,762600,764200,389200
17380105,495200,245800,578000,762600,764200,389200
6021021,663600,300700,655700,862100,839000,431000
6021023,663600,300700,655700,862100,839000,431000
1061701,468700,266600,578000,788900,736200,372200
1061706,468700,266600,578000,788900,736200,372200
17380107,495200,245800,578000,762600,764200,389200
17380106,495200,245800,578000,762600,764200,389200
17380104,495200,245800,578000,762600,764200,389200
3012901,595000,429600,838100,990100,918700,542600
6021003,663600,300700,655700,862100,839000,431000
6021054,663600,300700,655700,862100,839000,431000
15390410,441600,275900,579800,758300,807400,374900
18660305,466500,270900,610900,736900,706500,374200
16270104,452800,256000,566100,740700,773800,395100
6021006,663600,300700,655700,862100,839000,431000
17170112,486400,237300,549200,765900,752000,386200
17170106,486400,237300,549200,765900,752000,386200
4190403,516500,277800,549200,666900,727200,356800
4190402,516500,277800,549200,666900,727200,356800
4190401,516500,277800,549200,666900,727200,356800
4190404,516500,277800,549200,666900,727200,356800
12190201,596500,293500,608600,832300,0,0
2200703,653800,307400,761300,981600,955300,477600
12190204,596500,293500,608600,832300,0,0
12190205,596500,293500,608600,832300,0,0
12240609,488900,281500,584400,767900,806400,394000
12240612,488900,281500,584400,767900,806400,394000
15020507,568300,297500,648400,808600,834000,428500
15020501,568300,297500,648400,808600,834000,428500
15020506,568300,297500,648400,808600,834000,428500
15020504,568300,297500,648400,808600,834000,428500
12190202,596500,293500,608600,832300,0,0
17170109,486400,237300,549200,765900,752000,386200
17170108,486400,237300,549200,765900,752000,386200
17170110,486400,237300,549200,765900,752000,386200
4121208,440500,247600,556500,754000,727400,379000
4121205,440500,247600,556500,754000,727400,379000
12190203,596500,293500,608600,832300,0,0
4121203,440500,247600,556500,754000,727400,379000
4121204,440500,247600,556500,754000,727400,379000
4121211,440500,247600,556500,754000,727400,379000
4121210,440500,247600,556500,754000,727400,379000
4121222,440500,247600,556500,754000,727400,379000
4121201,440500,247600,556500,754000,727400,379000
4121206,440500,247600,556500,754000,727400,379000
2210406,478200,262200,557400,717700,720300,392600
2210403,478200,262200,557400,717700,720300,392600
2210407,478200,262200,557400,717700,720300,392600
2210404,478200,262200,557400,717700,720300,392600
2210408,478200,262200,557400,717700,720300,392600
17170105,486400,237300,549200,765900,752000,386200
17170111,486400,237300,549200,765900,752000,386200
2210405,478200,262200,557400,717700,720300,392600
4121221,440500,247600,556500,754000,727400,379000
2210402,478200,262200,557400,717700,720300,392600
6050803,523700,262800,557400,718900,787400,413700
15020509,568300,297500,648400,808600,834000,428500
18700202,468500,262500,605400,791000,748500,397000
16014509,679500,271500,656600,849000,929200,483700
16014501,679500,271500,656600,849000,929200,483700
16014502,679500,271500,656600,849000,929200,483700
18700210,468500,262500,605400,791000,748500,397000
18700205,468500,262500,605400,791000,748500,397000
15020502,568300,297500,648400,808600,834000,428500
18700207,468500,262500,605400,791000,748500,397000
7090405,454900,257400,605400,720300,719700,355900
16014503,679500,271500,656600,849000,929200,483700
7090401,454900,257400,605400,720300,719700,355900
7090406,454900,257400,605400,720300,719700,355900
12240602,488900,281500,584400,767900,806400,394000
12240614,488900,281500,584400,767900,806400,394000
12240603,488900,281500,584400,767900,806400,394000
18700204,468500,262500,605400,791000,748500,397000
15020510,568300,297500,648400,808600,834000,428500
18700201,468500,262500,605400,791000,748500,397000
5400304,399400,243600,560600,725500,0,0
12240615,488900,281500,584400,767900,806400,394000
12240611,488900,281500,584400,767900,806400,394000
12240616,488900,281500,584400,767900,806400,394000
6050802,523700,262800,557400,718900,787400,413700
6050805,523700,262800,557400,718900,787400,413700
6050801,523700,262800,557400,718900,787400,413700
6050804,523700,262800,557400,718900,787400,413700
16014507,679500,271500,656600,849000,929200,483700
16014504,679500,271500,656600,849000,929200,483700
16014505,679500,271500,656600,849000,929200,483700
18700209,468500,262500,605400,791000,748500,397000
18700206,468500,262500,605400,791000,748500,397000
18700203,468500,262500,605400,791000,748500,397000
18700208,468500,262500,605400,791000,748500,397000
18700211,468500,262500,605400,791000,748500,397000
8060403,398500,275300,598100,667700,618300,376200
5400301,399400,243600,560600,725500,0,0
2210401,478200,262200,557400,717700,720300,392600
12240604,488900,281500,584400,767900,806400,394000
4121224,440500,247600,556500,754000,727400,379000
4121207,440500,247600,556500,754000,727400,379000
18540105,446400,258300,584400,736500,840400,348500
18540120,446400,258300,584400,736500,840400,348500
19290101,462700,255000,584400,738100,829100,417200
19290106,462700,255000,584400,738100,829100,417200
19290103,462700,255000,584400,738100,829100,417200
19290104,462700,255000,584400,738100,829100,417200
19290107,462700,255000,584400,738100,829100,417200
18540126,446400,258300,584400,736500,840400,348500
19290109,462700,255000,584400,738100,829100,417200
12190207,596500,293500,608600,832300,0,0
12190206,596500,293500,608600,832300,0,0
19290102,462700,255000,584400,738100,829100,417200
16530602,555400,285800,584400,746500,722200,363700
16530601,555400,285800,584400,746500,722200,363700
15050504,475800,283400,581200,818500,779300,404800
10011807,626200,301300,630100,844600,827700,411200
19290108,462700,255000,584400,738100,829100,417200
18540107,446400,258300,584400,736500,840400,348500
18540122,446400,258300,584400,736500,840400,348500
18540113,446400,258300,584400,736500,840400,348500
11060303,399100,285700,585300,719700,718400,367800
11060304,399100,285700,585300,719700,718400,367800
11060307,399100,285700,585300,719700,718400,367800
11060306,399100,285700,585300,719700,718400,367800
11060305,399100,285700,585300,719700,718400,367800
11060301,399100,285700,585300,719700,718400,367800
11060302,399100,285700,585300,719700,718400,367800
17560304,554000,284100,585300,754900,835800,370900
17560306,554000,284100,585300,754900,835800,370900
17560301,554000,284100,585300,754900,835800,370900
17560302,554000,284100,585300,754900,835800,370900
17560303,554000,284100,585300,754900,835800,370900
17560305,554000,284100,585300,754900,835800,370900
15050502,475800,283400,581200,818500,779300,404800
15050505,475800,283400,581200,818500,779300,404800
15050501,475800,283400,581200,818500,779300,404800
18540124,446400,258300,584400,736500,840400,348500
10011806,626200,301300,630100,844600,827700,411200
4121202,440500,247600,556500,754000,727400,379000
10011803,626200,301300,630100,844600,827700,411200
10011801,626200,301300,630100,844600,827700,411200
12240618,488900,281500,584400,767900,806400,394000
12240610,488900,281500,584400,767900,806400,394000
2200705,653800,307400,761300,981600,955300,477600
12330103,480800,270100,560600,750100,862200,378600
12330105,480800,270100,560600,750100,862200,378600
17170102,486400,237300,549200,765900,752000,386200
17170107,486400,237300,549200,765900,752000,386200
12240613,488900,281500,584400,767900,806400,394000
17170104,486400,237300,549200,765900,752000,386200
12330101,480800,270100,560600,750100,862200,378600
12330108,480800,270100,560600,750100,862200,378600
2200702,653800,307400,761300,981600,955300,477600
2200704,653800,307400,761300,981600,955300,477600
4121209,440500,247600,556500,754000,727400,379000
4121223,440500,247600,556500,754000,727400,379000
4121212,440500,247600,556500,754000,727400,379000
12330104,480800,270100,560600,750100,862200,378600
12240608,488900,281500,584400,767900,806400,394000
14200304,605600,300000,620500,797100,863200,384100
14200302,605600,300000,620500,797100,863200,384100
10011804,626200,301300,630100,844600,827700,411200
10011808,626200,301300,630100,844600,827700,411200
10011805,626200,301300,630100,844600,827700,411200
16530604,555400,285800,584400,746500,722200,363700
16530603,555400,285800,584400,746500,722200,363700
16530606,555400,285800,584400,746500,722200,363700
16530605,555400,285800,584400,746500,722200,363700
16530607,555400,285800,584400,746500,722200,363700
12240607,488900,281500,584400,767900,806400,394000
12240605,488900,281500,584400,767900,806400,394000
15050503,475800,283400,581200,818500,779300,404800
17170101,486400,237300,549200,765900,752000,386200
17170103,486400,237300,549200,765900,752000,386200
12240606,488900,281500,584400,767900,806400,394000
12330107,480800,270100,560600,750100,862200,378600
12330106,480800,270100,560600,750100,862200,378600
14200301,605600,300000,620500,797100,863200,384100
10011802,626200,301300,630100,844600,827700,411200
12240617,488900,281500,584400,767900,806400,394000
12240619,488900,281500,584400,767900,806400,394000
5400302,399400,243600,560600,725500,0,0
5020106,520200,280600,616400,788700,660100,403400
19240101,496000,266300,573400,766400,774500,392100
19240104,496000,266300,573400,766400,774500,392100
19240111,496000,266300,573400,766400,774500,392100
19240107,496000,266300,573400,766400,774500,392100
19240106,496000,266300,573400,766400,774500,392100
5280202,419800,246400,573400,719100,754800,367300
19240108,496000,266300,573400,766400,774500,392100
11510101,553200,290300,601300,838100,0,0
7061006,522400,295200,633300,748500,759400,390000
5280205,419800,246400,573400,719100,754800,367300
5280208,419800,246400,573400,719100,754800,367300
5280207,419800,246400,573400,719100,754800,367300
5280206,419800,246400,573400,719100,754800,367300
5020105,520200,280600,616400,788700,660100,403400
5020101,520200,280600,616400,788700,660100,403400
7061003,522400,295200,633300,748500,759400,390000
19240109,496000,266300,573400,766400,774500,392100
19240112,496000,266300,573400,766400,774500,392100
19240105,496000,266300,573400,766400,774500,392100
1061604,519000,263100,616400,729600,0,0
1061601,519000,263100,616400,729600,0,0
1061603,519000,263100,616400,729600,0,0
5020103,520200,280600,616400,788700,660100,403400
5020102,520200,280600,616400,788700,660100,403400
15150307,551000,267000,573400,778200,732600,441100
15150302,551000,267000,573400,778200,732600,441100
15150301,551000,267000,573400,778200,732600,441100
15150306,551000,267000,573400,778200,732600,441100
15150303,551000,267000,573400,778200,732600,441100
15150304,551000,267000,573400,778200,732600,441100
15150305,551000,267000,573400,778200,732600,441100
15150308,551000,267000,573400,778200,732600,441100
19240102,496000,266300,573400,766400,774500,392100
19240110,496000,266300,573400,766400,774500,392100
19240103,496000,266300,573400,766400,774500,392100
19240113,496000,266300,573400,766400,774500,392100
5020107,520200,280600,616400,788700,660100,403400
1061605,519000,263100,616400,729600,0,0
5280201,419800,246400,573400,719100,754800,367300
5280204,419800,246400,573400,719100,754800,367300
4020302,513000,291200,573400,689600,735100,368300
4020305,513000,291200,573400,689600,735100,368300
7061002,522400,295200,633300,748500,759400,390000
7061005,522400,295200,633300,748500,759400,390000
7061008,522400,295200,633300,748500,759400,390000
7061007,522400,295200,633300,748500,759400,390000
4020303,513000,291200,573400,689600,735100,368300
4020304,513000,291200,573400,689600,735100,368300
4020307,513000,291200,573400,689600,735100,368300
7061009,522400,295200,633300,748500,759400,390000
7061001,522400,295200,633300,748500,759400,390000
7061014,522400,295200,633300,748500,759400,390000
7061012,522400,295200,633300,748500,759400,390000
7061004,522400,295200,633300,748500,759400,390000
7061011,522400,295200,633300,748500,759400,390000
7061013,522400,295200,633300,748500,759400,390000
7061010,522400,295200,633300,748500,759400,390000
4020306,513000,291200,573400,689600,735100,368300
4020310,513000,291200,573400,689600,735100,368300
5280203,419800,246400,573400,719100,754800,367300
8260103,488700,265800,592600,770700,825900,381000
8260104,488700,265800,592600,770700,825900,381000
14130107,461800,273000,541400,779900,814300,404800
14130110,461800,273000,541400,779900,814300,404800
8260102,488700,265800,592600,770700,825900,381000
8260106,488700,265800,592600,770700,825900,381000
8260101,488700,265800,592600,770700,825900,381000
8260109,488700,265800,592600,770700,825900,381000
8260107,488700,265800,592600,770700,825900,381000
8260108,488700,265800,592600,770700,825900,381000
14130103,461800,273000,541400,779900,814300,404800
14130101,461800,273000,541400,779900,814300,404800
14130105,461800,273000,541400,779900,814300,404800
14130109,461800,273000,541400,779900,814300,404800
14130106,461800,273000,541400,779900,814300,404800
14130104,461800,273000,541400,779900,814300,404800
14130102,461800,273000,541400,779900,814300,404800
5020104,520200,280600,616400,788700,660100,403400
1061602,519000,263100,616400,729600,0,0
19330106,427000,246700,521000,755800,820600,387500
19330101,427000,246700,521000,755800,820600,387500
5021303,497000,264400,592600,732700,768100,379600
5021302,497000,264400,592600,732700,768100,379600
5021311,497000,264400,592600,732700,768100,379600
5021310,497000,264400,592600,732700,768100,379600
5021313,497000,264400,592600,732700,768100,379600
5021309,497000,264400,592600,732700,768100,379600
15020508,568300,297500,648400,808600,834000,428500
5021312,497000,264400,592600,732700,768100,379600
15020505,568300,297500,648400,808600,834000,428500
18670307,393000,231900,455400,650800,768600,345300
18670309,393000,231900,455400,650800,768600,345300
18670310,393000,231900,455400,650800,768600,345300
18670308,393000,231900,455400,650800,768600,345300
18670305,393000,231900,455400,650800,768600,345300
18670301,393000,231900,455400,650800,768600,345300
18670306,393000,231900,455400,650800,768600,345300
15020503,568300,297500,648400,808600,834000,428500
5021305,497000,264400,592600,732700,768100,379600
5021304,497000,264400,592600,732700,768100,379600
7090404,454900,257400,605400,720300,719700,355900
5400307,399400,243600,560600,725500,0,0
12440101,567300,277800,624600,895100,987200,475300
12440102,567300,277800,624600,895100,987200,475300
12440104,567300,277800,624600,895100,987200,475300
12440106,567300,277800,624600,895100,987200,475300
12440105,567300,277800,624600,895100,987200,475300
5400303,399400,243600,560600,725500,0,0
5400305,399400,243600,560600,725500,0,0
8060408,398500,275300,598100,667700,618300,376200
8060402,398500,275300,598100,667700,618300,376200
8060405,398500,275300,598100,667700,618300,376200
8060404,398500,275300,598100,667700,618300,376200
8060406,398500,275300,598100,667700,618300,376200
8060407,398500,275300,598100,667700,618300,376200
8060401,398500,275300,598100,667700,618300,376200
7090402,454900,257400,605400,720300,719700,355900
7090403,454900,257400,605400,720300,719700,355900
18670303,393000,231900,455400,650800,768600,345300
18670304,393000,231900,455400,650800,768600,345300
18670302,393000,231900,455400,650800,768600,345300
12440103,567300,277800,624600,895100,987200,475300
19023308,431200,239000,521000,0,689300,0
12190401,559600,312600,624600,817300,936900,370200
12190405,559600,312600,624600,817300,936900,370200
12190403,559600,312600,624600,817300,936900,370200
19023303,431200,239000,521000,0,689300,0
19023306,431200,239000,521000,0,689300,0
19023310,431200,239000,521000,0,689300,0
19023304,431200,239000,521000,0,689300,0
19023305,431200,239000,521000,0,689300,0
19330109,427000,246700,521000,755800,820600,387500
19330105,427000,246700,521000,755800,820600,387500
19330110,427000,246700,521000,755800,820600,387500
19330107,427000,246700,521000,755800,820600,387500
19330102,427000,246700,521000,755800,820600,387500
19330103,427000,246700,521000,755800,820600,387500
19330111,427000,246700,521000,755800,820600,387500
19330104,427000,246700,521000,755800,820600,387500
19023301,431200,239000,521000,0,689300,0
11030906,484900,327100,669400,829500,721800,418900
19023309,431200,239000,521000,0,689300,0
19023302,431200,239000,521000,0,689300,0
12190402,559600,312600,624600,817300,936900,370200
12190404,559600,312600,624600,817300,936900,370200
5021301,497000,264400,592600,732700,768100,379600
5021308,497000,264400,592600,732700,768100,379600
5021306,497000,264400,592600,732700,768100,379600
5021307,497000,264400,592600,732700,768100,379600
16270106,452800,256000,566100,740700,773800,395100
16270108,452800,256000,566100,740700,773800,395100
16270111,452800,256000,566100,740700,773800,395100
16270105,452800,256000,566100,740700,773800,395100
16270102,452800,256000,566100,740700,773800,395100
16270107,452800,256000,566100,740700,773800,395100
16270110,452800,256000,566100,740700,773800,395100
16270109,452800,256000,566100,740700,773800,395100
16270101,452800,256000,566100,740700,773800,395100
14130108,461800,273000,541400,779900,814300,404800
16270103,452800,256000,566100,740700,773800,395100
19023307,431200,239000,521000,0,689300,0
6021024,663600,300700,655700,862100,839000,431000
11030915,484900,327100,669400,829500,721800,418900
2360310,570100,298100,613200,772300,821300,416700
4340101,472000,253300,546000,0,721800,0
4340104,472000,253300,546000,0,721800,0
4340105,472000,253300,546000,0,721800,0
5021008,510600,257400,546000,682300,738300,391700
5021001,510600,257400,546000,682300,738300,391700
5021010,510600,257400,546000,682300,738300,391700
5021005,510600,257400,546000,682300,738300,391700
19360111,472500,271100,611800,770300,776900,419700
5021004,510600,257400,546000,682300,738300,391700
2200406,662900,280800,727000,1007500,1056700,493900
2200410,662900,280800,727000,1007500,1056700,493900
2200405,662900,280800,727000,1007500,1056700,493900
2200404,662900,280800,727000,1007500,1056700,493900
2200409,662900,280800,727000,1007500,1056700,493900
19030502,438500,274400,595800,820600,791700,376400
19030504,438500,274400,595800,820600,791700,376400
2200407,662900,280800,727000,1007500,1056700,493900
19360108,472500,271100,611800,770300,776900,419700
19360107,472500,271100,611800,770300,776900,419700
4340102,472000,253300,546000,0,721800,0
16170205,443100,255700,570200,774300,760400,394200
16170202,443100,255700,570200,774300,760400,394200
16170216,443100,255700,570200,774300,760400,394200
12600215,514300,267000,572500,754300,826700,380500
12600213,514300,267000,572500,754300,826700,380500
12600203,514300,267000,572500,754300,826700,380500
8061503,566200,284400,611800,872100,844400,394500
19360114,472500,271100,611800,770300,776900,419700
19360106,472500,271100,611800,770300,776900,419700
19360116,472500,271100,611800,770300,776900,419700
19360105,472500,271100,611800,770300,776900,419700
19360113,472500,271100,611800,770300,776900,419700
19360109,472500,271100,611800,770300,776900,419700
19360110,472500,271100,611800,770300,776900,419700
19360112,472500,271100,611800,770300,776900,419700
19360104,472500,271100,611800,770300,776900,419700
4340103,472000,253300,546000,0,721800,0
19030501,438500,274400,595800,820600,791700,376400
8061502,566200,284400,611800,872100,844400,394500
5021006,510600,257400,546000,682300,738300,391700
19030503,438500,274400,595800,820600,791700,376400
12600212,514300,267000,572500,754300,826700,380500
12600210,514300,267000,572500,754300,826700,380500
12600204,514300,267000,572500,754300,826700,380500
12600206,514300,267000,572500,754300,826700,380500
12600214,514300,267000,572500,754300,826700,380500
12600211,514300,267000,572500,754300,826700,380500
12600201,514300,267000,572500,754300,826700,380500
12600202,514300,267000,572500,754300,826700,380500
16012112,497400,293000,614100,858400,778000,413400
16012118,497400,293000,614100,858400,778000,413400
16012113,497400,293000,614100,858400,778000,413400
11330110,565400,285700,654800,787100,904600,348600
11330114,565400,285700,654800,787100,904600,348600
11330108,565400,285700,654800,787100,904600,348600
11330112,565400,285700,654800,787100,904600,348600
11330119,565400,285700,654800,787100,904600,348600
16012102,497400,293000,614100,858400,778000,413400
11032401,571300,286900,646100,775200,803500,418500
11032402,571300,286900,646100,775200,803500,418500
11032404,571300,286900,646100,775200,803500,418500
19030505,438500,274400,595800,820600,791700,376400
16210204,464100,282000,627800,787500,744700,394300
16210203,464100,282000,627800,787500,744700,394300
16210207,464100,282000,627800,787500,744700,394300
16210208,464100,282000,627800,787500,744700,394300
18360103,463300,275100,546900,808800,719200,421700
18360105,463300,275100,546900,808800,719200,421700
18360113,463300,275100,546900,808800,719200,421700
18360111,463300,275100,546900,808800,719200,421700
18360110,463300,275100,546900,808800,719200,421700
18360106,463300,275100,546900,808800,719200,421700
18360104,463300,275100,546900,808800,719200,421700
18360109,463300,275100,546900,808800,719200,421700
18360114,463300,275100,546900,808800,719200,421700
18360107,463300,275100,546900,808800,719200,421700
18360108,463300,275100,546900,808800,719200,421700
11032403,571300,286900,646100,775200,803500,418500
5021007,510600,257400,546000,682300,738300,391700
11030916,484900,327100,669400,829500,721800,418900
8061506,566200,284400,611800,872100,844400,394500
8061501,566200,284400,611800,872100,844400,394500
17140502,406100,261200,562900,744600,715700,354800
17140504,406100,261200,562900,744600,715700,354800
18480207,449600,248500,562900,849500,792000,371700
18480206,449600,248500,562900,849500,792000,371700
18480213,449600,248500,562900,849500,792000,371700
18480208,449600,248500,562900,849500,792000,371700
